Table1_ID,Table1_Name,Table2_ID_Match,Table2_Name_Match,Match_Method,Fuzzy_Score,LLM_Score
1619681,RSI Group LLC,68603.0,RSI GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1619711,Kings Financial Consulting Inc,63738.0,KINGS FINANCIAL CONSULTING INC,LLM Refined Fuzzy,100.0,1.0
1619778,Kitahata & Co,46132.0,KITAHATA AND CO,LLM Refined Fuzzy,85.0,1.0
1620007,"Municipal Resource Advisors, LLC",65892.0,MUNICIPAL RESOURCE ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620040,"Andrew Kalotay Associates, Inc.",68046.0,ANDREW KALOTAY ASSOCIATES LLC,LLM Refined Fuzzy,86.0,0.9
1620072,"Capital Markets Advisors, LLC",49960.0,CAPITAL MARKETS ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620074,"Cityview Capital Solutions, LLC",64096.0,CITYVIEW CAPITAL SOLUTIONS LLC,LLM Refined Fuzzy,100.0,0.98
1620076,Public Advisory Corp,54359.0,PUBLIC ADVISORY CORP,LLM Refined Fuzzy,100.0,1.0
1620168,Southeastern Investment Securities LLC,58506.0,SOUTHEASTERN INVESTMENT SECURITIES LLC,LLM Refined Fuzzy,100.0,1.0
1620180,"Terminus Municipal Advisors, LLC",68507.0,TERMINUS MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620191,Omnicap Group LLC,65829.0,OMNICAP GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1620193,"VEZZETTI CAPITAL MANAGEMENT, LLC",50224.0,ABI CAPITAL MANAGEMENT LLC,LLM Refined Fuzzy,77.0,0.85
1620194,Chaldon Associates LLC,59599.0,BLK ASSOCIATES LLC,LLM Refined Fuzzy,80.0,0.8
1620195,"Stanley P. Stone & Associates, Inc.",69124.0,STANLEY P STONE AND ASSOCIATES INC,LLM Refined Fuzzy,94.0,0.98
1620198,"Ford & Associates,Inc.",50055.0,FORD AND ASSOCIATES INC,LLM Refined Fuzzy,90.0,0.9
1620221,"Atlantic-Pacific Capital, Inc.",56801.0,PACIFIC ALLIANCE CAPITAL,LLM Refined Fuzzy,81.0,0.8
1620227,"Financial Consulting Solutions Group, Inc.",50700.0,FINANCIAL SOLUTIONS GROUP INC,LLM Refined Fuzzy,84.0,0.9
1620228,"Morse Associates Consulting, LLC",,,No Match,,
1620229,David Taussig & Associates,52201.0,DAVID TAUSSIG AND ASSOCIATES INC,LLM Refined Fuzzy,86.0,0.95
1620230,GUARDIAN ADVISORS LLC,51099.0,GUARDIAN ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620235,Public Finance Resources,68872.0,PUBLIC FINANCE RESOURCES,LLM Refined Fuzzy,100.0,1.0
1620267,Austin Meade Financial Ltd.,50572.0,AUSTIN MEADE FINANCIAL LTD,LLM Refined Fuzzy,100.0,1.0
1620270,"HFA PARTNERS, LLC",63154.0,HFA PARTNERS LLC,LLM Refined Fuzzy,100.0,0.98
1620283,Harris Housing Advisors LLC,,,No Match,,
1620291,"Wye River Capital, Inc",52382.0,WYE RIVER CAPITAL INC,LLM Refined Fuzzy,100.0,1.0
1620310,Hendrickson Mark Allan,,,No Match,,
1620319,Mazyck Advisors LLC,67777.0,MAZYCK ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620323,W J Fawell LLC,,,No Match,,
1620343,"Government Capital Management, LLC",52299.0,GOVERNMENT CAPITAL MANAGEMENT LLC,LLM Refined Fuzzy,100.0,1.0
1620366,Gorham Savings Bank,55384.0,GORHAM SAVINGS BANK,LLM Refined Fuzzy,100.0,1.0
1620430,"Development Planning & Financing Group, INC",58458.0,DEVELOPMENT PLANNING AND FINANCING GROUP INC,LLM Refined Fuzzy,95.0,0.98
1620454,"Susquehanna Group Advisors, Inc.",55253.0,SUSQUEHANNA GROUP ADVISORS INC,LLM Refined Fuzzy,100.0,1.0
1620464,North Shores Consulting Inc,68193.0,NORTH SHORES CONSULTING INC,LLM Refined Fuzzy,100.0,1.0
1620465,"Melio & Company, LLC",,,No Match,,
1620466,"Public Economics, Inc.",73167.0,PUBLIC ECONOMICS INC,LLM Refined Fuzzy,100.0,1.0
1620468,"Providence/GSE Associates, LLC",,,No Match,,
1620469,Innovative Capital,51596.0,INNOVATIVE CAPITAL LLC,LLM Refined Fuzzy,90.0,1.0
1620470,Stellate Partners LLC,53228.0,SABER PARTNERS LLC,LLM Refined Fuzzy,82.0,0.85
1620471,CaseCon Capital Inc,57175.0,CASECON CAPITAL INC,LLM Refined Fuzzy,100.0,1.0
1620486,"Fiscal Strategies Group, Inc.",56317.0,FISCAL STRATEGIES GROUP INC,LLM Refined Fuzzy,100.0,0.98
1620491,Western Solutions Inc.,62521.0,WESTERN SOLUTIONS INC,LLM Refined Fuzzy,100.0,1.0
1620522,Ranson Financial Corp,52281.0,RANSON FINANCIAL CORP,LLM Refined Fuzzy,100.0,1.0
1620526,"Long-Economic Development Advisors, LLC",67096.0,LONG ECONOMIC DEVELOPMENT ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1620550,"Southern Municipal Advisors, Inc.",50861.0,SOUTHERN MUNICIPAL ADVISORS INC,LLM Refined Fuzzy,100.0,1.0
1620559,"Providence Financial Co., LLC",61518.0,PROVIDENCE FINANCIAL CO LLC,LLM Refined Fuzzy,100.0,0.98
1620566,Ring McAfee & Co Inc.,52709.0,RING MCAFEE AND CO INC,LLM Refined Fuzzy,90.0,1.0
1620607,"Compass Group Affordable Housing, LLC",,,No Match,,
1620616,Independent Bond & Investment Consultants LLC,50209.0,INDEPENDENT BOND AND INVESTMENT CONSULTANTS LLC,LLM Refined Fuzzy,96.0,1.0
1620617,Casey Charles Edward,,,No Match,,
1620618,"Community Concepts Group, Inc.",59717.0,COMMUNITY CONCEPTS GROUP INC,LLM Refined Fuzzy,100.0,1.0
1620619,"Tennessee Utility Assistance, LLC",67736.0,TENNESSEE UTILITY ASSISTANCE LLC,LLM Refined Fuzzy,100.0,1.0
1620620,Ironwood Advisors,68509.0,IRONWOOD ADVISORS,LLM Refined Fuzzy,100.0,1.0
1620621,Crowe Horwath LLP,61674.0,CROWE HORWATH LLP,LLM Refined Fuzzy,100.0,1.0
1620621,Crowe LLP,71073.0,CROWE LLP,LLM Refined Fuzzy,100.0,1.0
1620652,"Frontier Partners, Inc.",,,No Match,,
1620658,Central States Capital Markets LLC,65004.0,CENTRAL STATES CAPITAL MARKETS LLC,LLM Refined Fuzzy,100.0,1.0
1620661,"O B P MUNI, LLC",50690.0,OBP MUNI LLC,LLM Refined Fuzzy,85.0,0.9
1620672,TLHocking & Associates LLC,51463.0,TKG AND ASSOCIATES LLC,LLM Refined Fuzzy,78.0,0.85
1620673,1410 Partners LLC,63154.0,HFA PARTNERS LLC,LLM Refined Fuzzy,79.0,0.85
1620691,Pinnacle Financial Group LLC,57039.0,PINNACLE FINANCIAL GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1620768,"National Capital Resources, LLC",70223.0,NATIONAL CAPITAL RESOURCES LLC,LLM Refined Fuzzy,100.0,1.0
1620783,IMG Advisory LLC,61302.0,THB ADVISORY LLC,LLM Refined Fuzzy,75.0,0.85
1620783,"IMG Rebel Advisory, Inc.",,,No Match,,
1620783,"RebelGroup Americas, Inc.",,,No Match,,
1620784,Moody Reid Financial Advisors,64685.0,MOODY REID FINANCIAL ADVISORS,LLM Refined Fuzzy,100.0,1.0
1620784,Moody Reid Financial Advisors LP,64685.0,MOODY REID FINANCIAL ADVISORS,LLM Refined Fuzzy,95.0,0.98
1620820,"Saber Partners, LLC",53228.0,SABER PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1620860,"IRR Corporate & Public Finance, LLC",67352.0,KPMG CORPORATE FINANCE LLC,LLM Refined Fuzzy,76.0,0.8
1620861,"NW Financial Group, LLC",53585.0,NW FINANCIAL GROUP LLC,LLM Refined Fuzzy,100.0,0.98
1620897,"Southwestern Capital Markets, Inc.",26952.0,SOUTHWESTERN CAPITAL MARKETS INC,LLM Refined Fuzzy,100.0,1.0
1620991,Armadale Capital Inc.,61124.0,ARMADALE CAPITAL INC,LLM Refined Fuzzy,100.0,1.0
1621036,Virginia Local Government Finance Corp,,,No Match,,
1621038,RFC & Associates LLC,66459.0,WJR AND ASSOCIATES LLC,LLM Refined Fuzzy,80.0,0.8
1621045,Taktix Solutions LLC,62987.0,TAKTIX SOLUTIONS LLC,LLM Refined Fuzzy,100.0,1.0
1621058,Castle Advisory Co LLC,70272.0,CASTLE ADVISORY CO,LLM Refined Fuzzy,90.0,1.0
1621061,"Provident Municipal Advisor, LLC",69100.0,PROVIDENT MUNICIPAL ADVISOR LLC,LLM Refined Fuzzy,100.0,1.0
1621069,Query & Associates LLC,69333.0,QUERY AND ASSOCIATES LLC,LLM Refined Fuzzy,91.0,1.0
1621099,"Financial Solutions Group, Inc.",50700.0,FINANCIAL SOLUTIONS GROUP INC,LLM Refined Fuzzy,100.0,1.0
1621111,Gunter William Dawson Jr.,,,No Match,,
1621113,"O.W. Krohn & Associates, LLP",50832.0,OW KROHN AND ASSOCIATES LLP,LLM Refined Fuzzy,90.0,0.98
1621119,Kentucky Association of Counties,63461.0,KENTUCKY ASSOCIATION OF COUNTIES LEASING TRUST,LLM Refined Fuzzy,82.0,1.0
1621120,"Clary Consulting, LLC",66457.0,CLARY CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1621120,Clary Consulting Co,66457.0,CLARY CONSULTING LLC,LLM Refined Fuzzy,82.0,0.9
1621125,"Country Roads Leasing, LLC",,,No Match,,
1621128,LLC,,,No Match,,
1621128,"JFBP, LLC",,,No Match,,
1621129,"S.B. Clark, Inc.",51528.0,SB CLARK INC,LLM Refined Fuzzy,88.0,0.9
1621131,"Hooks,LLC",63952.0,HOOKS LLC,LLM Refined Fuzzy,100.0,1.0
1621142,Seslia & Co,51806.0,SESLIA AND CO,LLM Refined Fuzzy,82.0,1.0
1621148,Stoughton Consulting LLC,72444.0,SDH CONSULTING LLC,LLM Refined Fuzzy,81.0,0.85
1621153,"Excel Financial Advisors, Inc.",66426.0,EXCEL FINANCIAL ADVISORS INC,LLM Refined Fuzzy,100.0,1.0
1621220,Grant & Associates LLC,60941.0,GRANT AND ASSOCIATES LLC,LLM Refined Fuzzy,91.0,1.0
1621277,Leora Consulting Group LLC,56893.0,LEORA CONSULTING GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1621316,CHITKARA RAVI,,,No Match,,
1621355,"H G Wilson Municipal Finance, Inc.",65724.0,HG WILSON MUNICIPAL FINANCE INC,LLM Refined Fuzzy,95.0,0.98
1621386,"Sherman, Barber & Mullikin, A Professional Corp",,,No Match,,
1621465,Kaiser Wealth Management,63903.0,KAISER WEALTH MANAGEMENT,LLM Refined Fuzzy,100.0,1.0
1621494,"Clear Scope Advisors, Inc.",63312.0,CLEAR SCOPE ADVISORS INC,LLM Refined Fuzzy,100.0,1.0
1621550,WALIA DEEPAK,,,No Match,,
1621604,"Tresor Capital Management, LLC",50224.0,ABI CAPITAL MANAGEMENT LLC,LLM Refined Fuzzy,80.0,0.85
1621671,Municipal Financial Consultants Inc,49895.0,MUNICIPAL FINANCIAL CONSULTANTS INC,LLM Refined Fuzzy,100.0,1.0
1621687,MGIC Corp,,,No Match,,
1621720,Stephen Szanto & Associates,61224.0,STEPHEN SZANTO AND ASSOCIATES LLC,LLM Refined Fuzzy,86.0,0.9
1621721,Charter School Services Corp,63499.0,CHARTER SCHOOL SERVICES CORP,LLM Refined Fuzzy,100.0,1.0
1621721,"Building Hope Services, LLC",71620.0,BUILDING HOPE SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1621722,Munkenbeck Peter,69200.0,PETER MUNKENBECK,LLM Refined Fuzzy,100.0,1.0
1621728,"Charter School Financial Services, LLC",69755.0,CHARTER SCHOOL SERVICES CORP INC,LLM Refined Fuzzy,78.0,0.85
1621729,First Tuskegee Bank,,,No Match,,
1621730,Buccilla Jerry Kent,,,No Match,,
1621875,Health Care Capital Corp.,,,No Match,,
1621881,"Malachi Financial Products, Inc.",57868.0,MALACHI FINANCIAL PRODUCTS INC,LLM Refined Fuzzy,100.0,1.0
1621957,RTM Asset Management LLC,64053.0,PFM ASSET MANAGEMENT LLC,LLM Refined Fuzzy,92.0,0.85
1621968,"Capital Link, Inc.",,,No Match,,
1622047,Brookhurst Development Corp,,,No Match,,
1622118,Oxford Advisors LLC,72220.0,RSA ADVISORS LLC,LLM Refined Fuzzy,80.0,0.9
1622155,Meno Accounting & Financial Services,68083.0,MENO ACCOUNTING AND FINANCIAL SERVICES,LLM Refined Fuzzy,94.0,1.0
1622156,"Cumberland Securities Company, Inc.",27183.0,CUMBERLAND SECURITIES CO INC,LLM Refined Fuzzy,92.0,0.98
1622202,Excelsior Capital Advisory Services LLC,68409.0,EXCELSIOR CAPITAL ADVISORY SERVICES LLC,LLM Refined Fuzzy,100.0,1.0
1622205,"Sudsina & Associates, LLC",53021.0,SUDSINA AND ASSOCIATES LLC,LLM Refined Fuzzy,92.0,0.98
1622206,"Westoff, Cone & Holmstedt",33334.0,WESTHOFF CONE AND HOLMSTED,LLM Refined Fuzzy,88.0,0.9
1622206,"Westhoff, Cone & Holmstedt",33334.0,WESTHOFF CONE AND HOLMSTED,LLM Refined Fuzzy,90.0,0.98
1622217,"Kentucky Association of Counties Financial Advisors, Inc.",66596.0,KENTUCKY ASSOCIATION OF COUNTIES FINANCIAL ADVISORS INC,LLM Refined Fuzzy,100.0,0.95
1622290,CSA Building Solutions LLC,,,No Match,,
1622293,"GPM Municipal Advisors, LLC",69081.0,GPM MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,0.98
1622426,Martin J. Luby,,,No Match,,
1622426,Martin J. Luby LLC,,,No Match,,
1622462,Sturges Co,,,No Match,,
1622487,Russell Caldwell Co,67052.0,RUSSELL CALDWELL CO,LLM Refined Fuzzy,100.0,1.0
1622497,Majors Group,71568.0,MAJORS GROUP,LLM Refined Fuzzy,100.0,1.0
1622501,Genser Joshua Garth,,,No Match,,
1622502,"BARCELONA STRATEGIES, LLC",67207.0,BARCELONA STRATEGIES LLC,LLM Refined Fuzzy,100.0,1.0
1622523,Endeavour Investment Partners LLC,,,No Match,,
1622575,Bridge Strategic Partners LLC,72993.0,BRIDGE STRATEGIC PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1622594,C2 Financial LLC,52178.0,C2 FINANCIAL LLC,LLM Refined Fuzzy,100.0,1.0
1622700,"AE2S Nexus, LLC",66129.0,AE2S NEXUS,LLM Refined Fuzzy,83.0,0.95
1622761,"MuniGroup, LLC",68947.0,MUNIGROUP LLC,LLM Refined Fuzzy,100.0,0.9
1622763,Sentry Financial Services,74432.0,SENTRY FINANCIAL SERVICES,LLM Refined Fuzzy,100.0,1.0
1622887,Eric Paul Rothstein,,,No Match,,
1622887,"Rothstein Group, LLC.",68603.0,RSI GROUP LLC,LLM Refined Fuzzy,81.0,0.85
1622903,Benecke Robert,,,No Match,,
1622950,"LEGACY WEALTH MANAGEMENT, LLC",,,No Match,,
1622951,"R. K. Holman & Company, LLC",,,No Match,,
1623025,"Dolinka Group, LLC",62287.0,DOLINKA GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1623025,"Cooperative Strategies, LLC",69712.0,COOPERATIVE STRATEGIES LLC,LLM Refined Fuzzy,100.0,1.0
1623035,"KPM Financial, LLC",52178.0,C2 FINANCIAL LLC,LLM Refined Fuzzy,79.0,0.85
1623047,"NHA Advisors, LLC",66591.0,NHA ADVISORS LLC,LLM Refined Fuzzy,100.0,0.93
1623052,"Keene & Associates, Ltd",,,No Match,,
1623055,"Wrathell, Hunt & Associates, LLC",68877.0,WRATHELL HUNT AND ASSOCIATES LLC,LLM Refined Fuzzy,93.0,0.98
1623056,"Connors & Co. Investment Services, Inc",,,No Match,,
1623107,LARSEN WURZEL & ASSOCIATES INC,,,No Match,,
1623229,"Catlin Consulting, LLC",67912.0,CATLIN CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1623268,"Hinshaw Consulting, LLC an Illinois Ltd Liability Co",,,No Match,,
1623348,"Callahan CPA Group, P.C.",66455.0,CALLAHAN CPA GROUP PC,LLM Refined Fuzzy,93.0,0.98
1623383,"PHOENIX INFRASTRUCTURE ADVISORY GROUP, LLC",,,No Match,,
1623387,"Kaufman, Hall & Associates, Inc.",49955.0,KAUFMAN HALL AND ASSOCIATES INC,LLM Refined Fuzzy,93.0,0.98
1623387,"Kaufman, Hall & Associates, LLC",76843.0,KAUFMAN HALL AND ASSOCIATES LLC,LLM Refined Fuzzy,93.0,0.98
1623391,Eastshore Consulting LLC,67726.0,EASTSHORE CONSULTING LLC,LLM Refined Fuzzy,100.0,1.0
1623522,"Aureus Partners, Inc.",,,No Match,,
1623523,Whitney Bank Trust & Asset Management Municipal Advisors Group - a Separately Identifiable Department of Whitney Bank,,,No Match,,
1623523,Hancock Whitney Bank Municipal Advisors Group,64164.0,MUNICIPAL ADVISORS GROUP OF BOSTON INC,LLM Refined Fuzzy,75.0,0.8
1623548,"YMR & Associates, LLC",66459.0,WJR AND ASSOCIATES LLC,LLM Refined Fuzzy,80.0,0.85
1623550,"Trilogy Consulting, LLC",56429.0,TRILOGY CONSULTING GROUP INC,LLM Refined Fuzzy,80.0,0.9
1623553,"AlixPartners International, Inc.",,,No Match,,
1623602,USCA Municipal Advisors LLC,67564.0,USCA MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1623610,"Strand Associates, Inc.",27996.0,RANSON AND ASSOCIATES INC,LLM Refined Fuzzy,78.0,0.8
1623660,"OCONNOR & Co SECURITIES, INC.",61399.0,OCONNOR AND CO SECURITIES INC,LLM Refined Fuzzy,93.0,0.98
1623791,"AEM Financial Solutions,LLC",52896.0,FINANCIAL SOLUTIONS LLC,LLM Refined Fuzzy,92.0,0.85
1623791,"Abdo Financial Solutions, LLC",52896.0,FINANCIAL SOLUTIONS LLC,LLM Refined Fuzzy,90.0,0.85
1623792,"Guy M Cahill & Associates, Inc.",61784.0,GROWTH CAPITAL ASSOCIATES INC,Fuzzy Only (LLM low confidence),75.0,0.7
1623839,Innovative Utility Solutions of Alabama LLC,68591.0,INNOVATIVE UTILITY SOLUTIONS OF ALABAMA LLC,LLM Refined Fuzzy,100.0,1.0
1623874,Great Disclosure LLC,,,No Match,,
1623938,"Provident Capital Group,LP",51330.0,PROVIDENT CAPITAL LLC,LLM Refined Fuzzy,81.0,0.8
1623967,"YaCari Consultants, LLC",68878.0,YACARI CONSULTANTS LLC,LLM Refined Fuzzy,100.0,0.98
1623997,"REEDY FINANCIAL GROUP, PC",62373.0,REEDY FINANCIAL GROUP PC,LLM Refined Fuzzy,100.0,1.0
1624013,"Therber, Brock & Associates, Inc.",67092.0,THERBER BROCK AND ASSOCIATES INC,LLM Refined Fuzzy,93.0,0.9
1624013,"Therber, Brock & Associates, LLC",68968.0,THERBER BROCK AND ASSOCIATES LLC,LLM Refined Fuzzy,93.0,0.98
1624022,"Commonwealth Economics Partners, LLC",70818.0,COMMONWEALTH ECONOMICS PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1624104,steven gortler,69190.0,STEVEN GORTLER,LLM Refined Fuzzy,100.0,1.0
1624127,"Sustainable Capital Advisors, LLC",70596.0,SUSTAINABLE CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1624141,Wrobel Miriam Sophie,,,No Match,,
1624141,Miriam Wrobel Consulting LLC,68105.0,ROBERTS CONSULTING LLC,Fuzzy Only (LLM low confidence),76.0,0.3
1624301,"Mission Trail Advisors, LLC",68275.0,MISSION TRAIL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1624437,"Porter, White & Company, Inc",43994.0,PORTER WHITE AND CO INC,LLM Refined Fuzzy,81.0,0.9
1624725,"Growth Capital Associates, Inc.",61784.0,GROWTH CAPITAL ASSOCIATES INC,LLM Refined Fuzzy,100.0,1.0
1624726,Community Solutions Group,,,No Match,,
1624824,"Phoenix Advisors, LLC",50740.0,PHOENIX ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1624832,"& Conway Securities, LLC",52440.0,COASTAL SECURITIES LLC,Fuzzy Only (LLM low confidence),84.0,0.7
1624832,"Pelican Group Securities, LLC",,,No Match,,
1624889,"First American Financial Advisors, Inc.",61692.0,FIRST AMERICAN FINANCIAL ADVISORS INC,LLM Refined Fuzzy,100.0,0.98
1625155,"Municipal Accounts & Consulting, L.P.",51730.0,MUNICIPAL BOND CONSULTING INC,LLM Refined Fuzzy,77.0,0.8
1625292,Argent Trust Co,26472.0,ARGENT TRUST CO,LLM Refined Fuzzy,100.0,1.0
1625387,"Compass Municipal Advisors, LLC",68580.0,COMPASS MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1625799,Kimberly O. Simensen,,,No Match,,
1626020,"Fidelity Financial Services, L.C.",50756.0,FIDELITY FINANCIAL SERVICES LC,LLM Refined Fuzzy,95.0,0.98
1626066,Municipal Finance Corp,51029.0,MUNICIPAL FINANCE CORP,LLM Refined Fuzzy,100.0,1.0
1626419,Ponder & Co.,50136.0,PONDER AND CO,LLM Refined Fuzzy,82.0,1.0
1626419,Ponder & Co,50136.0,PONDER AND CO,LLM Refined Fuzzy,82.0,1.0
1626421,"High Street Consulting Group, LLC",56497.0,JNA CONSULTING GROUP LLC,LLM Refined Fuzzy,75.0,0.85
1627236,"TIAA-CREF Tuition Financing, Inc.",,,No Match,,
1628167,"McGhee Engineering, Inc.",,,No Match,,
1628231,"Capital Markets Mangement, LLC",57343.0,CAPITAL MARKETS MANAGEMENT LLC,LLM Refined Fuzzy,98.0,1.0
1628231,"Capital Markets Management, LLC",57343.0,CAPITAL MARKETS MANAGEMENT LLC,LLM Refined Fuzzy,100.0,1.0
1628251,"DERIVATIVE ADVISORS, LLC",,,No Match,,
1628261,"Zions Public Finance, Inc.",68780.0,ZIONS PUBLIC FINANCE INC,LLM Refined Fuzzy,100.0,1.0
1628445,Princeton Credit LLC,60679.0,PRINCETON CAPITAL LLC,LLM Refined Fuzzy,83.0,0.9
1628618,"CRF Financial Group, Inc",77570.0,NW FINANCIAL GROUP INC,LLM Refined Fuzzy,84.0,0.85
1628895,First Infrastructure LLC,67659.0,FIRST INFRASTRUCTURE INC,LLM Refined Fuzzy,83.0,0.9
1629070,"Parenteau & Associates, Inc.",63093.0,LETKE AND ASSOCIATES INC,LLM Refined Fuzzy,75.0,0.8
1629575,WEIST LAW FIRM,,,No Match,,
1629575,California Municipal Advisors LLC,73063.0,CALIFORNIA MUNICIPAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1629576,Palmieri Michael Miles,,,No Match,,
1629595,"Treasury Solutions, LLC",62987.0,TAKTIX SOLUTIONS LLC,LLM Refined Fuzzy,76.0,0.8
1629631,"De Luna Partners, Inc.",,,No Match,,
1629710,"Public Alternative Advisors, LLC",69282.0,PUBLIC ALTERNATIVE ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1629814,GB ASSOCIATES LLC,68207.0,GB ASSOCIATES LLC,LLM Refined Fuzzy,100.0,1.0
1630025,Disclosure Advisors LLC,71150.0,CHOICE ADVISORS LLC,LLM Refined Fuzzy,76.0,0.85
1630211,Moriarty Thomas J,,,No Match,,
1630371,Exchange Place Partners,,,No Match,,
1630493,Bengali Sohail,,,No Match,,
1630493,BPF Capital LLC,68948.0,BPF CAPITAL LLC,LLM Refined Fuzzy,100.0,1.0
1630516,"VeraPath Global Investing, LLC",70902.0,VERAPATH GLOBAL INVESTING LLC,LLM Refined Fuzzy,100.0,0.98
1630592,Kosan Associates,52357.0,WARREN ASSOCIATES,Fuzzy Only (LLM low confidence),79.0,0.7
1630628,RateStudies LLC,,,No Match,,
1630689,"DA Group, Inc.",68050.0,GAMS GROUP INC,LLM Refined Fuzzy,85.0,0.8
1630748,Systima Capital Management LLC,62488.0,PEAK CAPITAL MANAGEMENT LLC,LLM Refined Fuzzy,84.0,0.85
1630766,"New Albany Capital Partners, LLC",59881.0,NEW ALBANY CAPITAL PARTNERS LLC,LLM Refined Fuzzy,100.0,1.0
1630853,Perseverance Capital Advisors LLC,67108.0,PERSEVERANCE CAPITAL ADVISORS LLC,LLM Refined Fuzzy,100.0,1.0
1630936,"FORESIGHT CAPITAL MANAGEMENT ADVISORS, INC.",,,No Match,,
1630955,Environmental Capital LLC,55983.0,ENVIRONMENTAL CAPITAL LLC,LLM Refined Fuzzy,100.0,1.0
1631061,KeyBank Municipal Advisor Department,,,No Match,,
1631076,Kosmont Realty Corp,66722.0,KOSMONT REALTY CORP,LLM Refined Fuzzy,100.0,1.0
1631079,BBC Consulting LLC,77332.0,BONDRY CONSULTING LLC,LLM Refined Fuzzy,82.0,0.8
1631154,Public Finance Group Inc.,55403.0,PUBLIC FINANCE GROUP INC,LLM Refined Fuzzy,100.0,1.0
1631160,Bretwood Capital Partners,68499.0,BRETWOOD CAPITAL PARTNERS,LLM Refined Fuzzy,100.0,1.0
1631179,Anchor Fiscal Management LLC,,,No Match,,
1631180,Community Development Associates,69237.0,COMMUNITY DEVELOPMENT ASSOCIATES LLC,LLM Refined Fuzzy,94.0,1.0
1631180,"Community Development Associates, LLC",69237.0,COMMUNITY DEVELOPMENT ASSOCIATES LLC,LLM Refined Fuzzy,100.0,1.0
1631181,Sierra Managment Group,72635.0,SIERRA MANAGEMENT GROUP LLC,LLM Refined Fuzzy,90.0,0.98
1631181,Sierra Management Group,72635.0,SIERRA MANAGEMENT GROUP LLC,LLM Refined Fuzzy,92.0,1.0
1631181,"Sierra Management Group, LLC",72635.0,SIERRA MANAGEMENT GROUP LLC,LLM Refined Fuzzy,100.0,1.0
1631199,Schutter David John,,,No Match,,
1631253,"FR Group, LLC",46463.0,GMS GROUP LLC,LLM Refined Fuzzy,80.0,0.8
1631274,Carter Dillon Umbaugh LLC,,,No Match,,
1631289,"C.A. WHITTAKER & ASSOCIATES, LLC",51463.0,TKG AND ASSOCIATES LLC,LLM Refined Fuzzy,76.0,0.8
1631317,Tax Credit Management Inc.,,,No Match,,
1631388,Connolly Capital Group,55033.0,CONNOLLY CAPITAL GROUP,LLM Refined Fuzzy,100.0,1.0
1631404,HOLMAN CAPITAL Corp,54211.0,HEADLANDS CAPITAL CORP,LLM Refined Fuzzy,83.0,0.8
1631405,Madrid Napoleon Roy,,,No Match,,
1631437,Meridian Capital LLC,24105.0,MERCHANT CAPITAL LLC,LLM Refined Fuzzy,85.0,0.9
1631447,Dust Group,,,No Match,,
1631484,"Maloney, Reed, Scarpitti & Co LLP",68962.0,MALONEY REED SCARPITTI AND CO LLP,LLM Refined Fuzzy,94.0,1.0
1631537,Lawrenson Services Inc.,53291.0,LAWRENSON SERVICES INC,LLM Refined Fuzzy,100.0,1.0
1631559,D&G Consulting Group LLC,63144.0,DG CONSULTING GROUP LLC,LLM Refined Fuzzy,98.0,0.98
1631560,"NIGHTLINGER, COLAVITA & VOLPA, PA",,,No Match,,
1631616,"Municipal Bond Consulting, Inc.",51730.0,MUNICIPAL BOND CONSULTING INC,LLM Refined Fuzzy,100.0,1.0
1631620,"BJH Advisors, LLC",75258.0,BOSQUE ADVISORS LLC,LLM Refined Fuzzy,80.0,0.8
1631660,Shapiro Samuel David,,,No Match,,
1631703,Cavanagh Hoyt & Associates,76776.0,CAVANAGH HOYTE AND ASSOCIATES LLC OHIO,LLM Refined Fuzzy,77.0,0.85
1631709,WFS Corp,67043.0,FSG CORP,LLM Refined Fuzzy,88.0,0.8
1631730,Toni Hackett Antrum,,,No Match,,
1631732,"Gannett Fleming Valuation & Rate Consultants, LLC",,,No Match,,
